type,icon,x,y,z,item,id,price,comment,image,ytVideo,ytStart,ytEnd
collectable,shell,18403,-30311,,Shell,,,,,ReN380PXV-A,1696,
collectable,shell,27871,-27676,,Shell,,,,,ReN380PXV-A,1586,
collectable,shell,22077,-23369,,Shell,,,,,,,
collectable,shell,23115,-29293,,Shell,,,,,,,
collectable,shell,24428,-29017,,Shell,,,,,,,
collectable,shell,26275,-39009,,Shell,,,,,,,
collectable,barrel_gold,-160,-34131,,Barrel,,,,,,,
collectable,barrel_gold,-1310,-27574,,Barrel,,,,,,,
collectable,barrel_gold,5267,-29565,,Barrel,,,,,,,
collectable,barrel_gold,5686,-41142,,Barrel,,,,,,,
collectable,barrel_gold,-8312,-59467,,Barrel,,,,,,,
collectable,barrel_gold,-2234,-40321,,Barrel,,,,,nWigHgcWFCE,405,
collectable,barrel_gold,1281,-30026,,Barrel,,,,,,,
collectable,barrel_red,-23098,-11202,,RedBarrel,,,,,,,
collectable,barrel_red,-37216,-33470,,RedBarrel,,,,,,,
collectable,barrel_red,-16451,-20917,,RedBarrel,,,,,,,
collectable,barrel_red,-27277,-15124,,RedBarrel,,,,,,,
collectable,barrel_red,-29208,-14664,,RedBarrel,,,,,,,
collectable,barrel_red,-22682,-15173,,RedBarrel,,,,,,,
collectable,barrel_red,-31458,-13723,,RedBarrel,,,,,,,
collectable,hero_placeholder,-20585,-24418,,Spy glasses,,,,,,,
collectable,adventure_kid_hat,4565,-23135,,Adventure kid hat,,,,,,,
collectable,hair_of_him-guy,15614,-439,,Hair of Him-Guy,,,,,,,
collectable,catch_hat,-55477,-48329,,Catch-Hat,,,,,,,
collectable,hero_placeholder,-2318,-27030,,Space commander toy,,,,,,,
collectable,hero_placeholder,-18198,39865,,Hat and fake beard,,,,,,,
collectable,hero_placeholder,-12556,46700,,Vault Toy,,,,,,,
collectable,hero_placeholder,79091,21242,,Hans Yolo,,,,,,,
collectable,hero_placeholder,19218,19405,,Magic Boy,,,,,,,
collectable,power_hair,54035,-21799,,Power Hair,,,,,,,
collectable,hero_placeholder,-23258,-29871,,Murray,,,,,,,
collectable,hero_placeholder,21981,-27026,,Adventure Hat,,,,,,,
powerup,translocator,42325.14,3719.42,1529.72,Translocator,,,,,ReN380PXV-A,20527,
grave,grave_volcano,3809,3456,,,,,,,,
grave,grave_volcano,-1963,4617,,,,,,,,
grave,grave_volcano,-3000,-2653,,,,,,,,
grave,grave_volcano,2789,-1363,,,,,,,,
grave,grave_volcano,7777,-12504,,,,,,,,
grave,grave_volcano,7603,-16783,,,,,,,,
grave,grave_volcano,24062,-30607,,,,,,,,
grave,grave_volcano,24126,-22147,,,,,,,,
grave,grave_volcano,3505,-26594,,,,,,,,
grave,grave_volcano,-22218,25312,,,,,,,,
grave,grave_volcano,-22654,22896,,,,,,,,
grave,grave_volcano,-21752,28205,,,,,,,,
grave,grave_volcano,-16659,21000,,,,,,,,
grave,grave_volcano,-10815,14615,,,,,,,,
grave,grave_volcano,-54307,43231,,,,,,,,
grave,grave_volcano,-55452,43830,,,,,,,,
grave,grave_volcano,-26464,-14648,,,,,,,,
grave,grave_volcano,-38854,-23492,,,,,,,,
grave,grave_volcano,-37088,-29861,,,,,,,,
grave,grave_volcano,-24156,-12703,,,,,,,,
grave,grave_volcano,-15701,-25588,,,,,,,,
grave,grave_volcano,-15874,-24497,,,,,,,,
grave,grave_volcano,-4639,-20872,,,,,,,,
grave,grave_volcano,-4309,-14187,,,,,,,,
grave,grave_volcano,-5236,-12176,,,,,,,,
grave,grave_volcano,-11596,-48829,,,,,,,,
grave,grave_volcano,-13736,-49796,,,,,,,,
grave,grave_volcano,-11504,-45082,,,,,,,,
grave,grave_volcano,-11013,-44641,,,,,,,,
grave,grave_volcano,-9841,-43751,,,,,,,,
grave,grave_volcano,-24724,-42709,,,,,,,,
grave,grave_volcano,13831,-8307,,,,,,,,
grave,grave_volcano,-29484,55243,,,,,,,,
grave,grave_volcano,-29507,53768,,,,,,,,
grave,grave_volcano,-30413,53343,,,,,,,,
grave,grave_volcano,-17691,29753,,,,,,,,
grave,grave_volcano,-24693,45899,,,,,,,,
grave,grave_volcano,-21953,46189,,,,,,,,
grave,grave_volcano,-24468,46264,,,,,,,,
grave,grave_volcano,-40450,-45640,,,,,,,,
grave,grave_volcano,-39680,-47550,,,,,,,,
grave,grave_volcano,36621,-1386,,,,,,,,
grave,grave_volcano,-47250,58096,,,,,,,,
grave,grave_volcano,-52164,56557,,,,,,,,
grave,grave_volcano,-65106,53236,,,,,,,,
grave,grave_volcano,-60239,49421,,,,,,,,
grave,grave_volcano,-59845,45193,,,,,,,,
grave,grave_volcano,-59417,53282,,,,,,,,
grave,grave_volcano,-39822,61778,,,,,,,,
grave,grave_volcano,-39508,60805,,,,,,,,
grave,grave_volcano,-54288,49619,,,,,,,,
grave,grave_volcano,72199,33427,,,,,,,,
grave,grave_volcano,49106,11295,,,,,,,,
grave,grave_volcano,45312,8865,,,,,,,,
grave,grave_volcano,74996,38318,,,,,,,,
grave,grave_volcano,74864,35063,,,,,,,,
grave,grave_volcano,72238,30508,,,,,,,,
grave,grave_volcano,38245,-1968,,,,,,,,
grave,grave_volcano,42964,-5491,,,,,,,,
grave,grave_volcano,43664,-5768,,,,,,,,
grave,grave_volcano,50521,-739,,,,,,,,
grave,grave_volcano,35299,-3077,,,,,,,,
grave,grave_volcano,-53764,45836,,,,,,,,
grave,grave_volcano,17778,1178,,,,,,,,
grave,grave_volcano,51634,932,,,,,,,,
grave,grave_volcano,14156,2339,,,,,,,,
grave,grave_volcano,46938,9623,,,,,,,,
grave,grave_stone,-11553,-43269,,,,,,,,
grave,grave_stone,-14300,-44966,,,,,,,,
grave,grave_stone,-16934,-47131,,,,,,,,
grave,grave_stone,-23075,-44346,,,,,,,,
grave,grave_stone,-18906,-39751,,,,,,,,
grave,grave_stone,-14261,-49543,,,,,,,,
grave,grave_stone,-13104,-50715,,,,,,,,
grave,grave_stone,22373,-33492,,,,,,,,
grave,grave_stone,22679,-27384,,,,,,,,
grave,grave_stone,-28376,27237,,,,,,,,
grave,grave_stone,-28303,24327,,,,,,,,
grave,grave_stone,-25332,24293,,,,,,,,
grave,grave_stone,-22678,28516,,,,,,,,
grave,grave_stone,-17127,17759,,,,,,,,
grave,grave_stone,-7503,19195,,,,,,,,
grave,grave_stone,-5915,24337,,,,,,,,
grave,grave_stone,-62607,54636,,,,,,,,
grave,grave_stone,-69762,56319,,,,,,,,
grave,grave_stone,-67671,47498,,,,,,,,
grave,grave_stone,-66172,51487,,,,,,,,
grave,grave_stone,-58626,43252,,,,,,,,
grave,grave_stone,-62853,41540,,,,,,,,
grave,grave_stone,-54824,46907,,,,,,,,
grave,grave_stone,-50102,49462,,,,,,,,
grave,grave_stone,-21812,-24841,,,,,,,,
grave,grave_stone,-24526,-33180,,,,,,,,
grave,grave_stone,10047,-17439,,,,,,,,
grave,grave_stone,-25192,-32972,,,,,,,,
grave,grave_stone,-21438,-15896,,,,,,,,
grave,grave_stone,-25565,-32137,,,,,,,,
grave,grave_stone,-39633,-24672,,,,,,,,
grave,grave_stone,-34732,-21945,,,,,,,,
grave,grave_stone,-34130,-25804,,,,,,,,
grave,grave_stone,-34497,-20916,,,,,,,,
grave,grave_stone,-29650,-25474,,,,,,,,
grave,grave_stone,-32966,-13010,,,,,,,,
grave,grave_stone,4734,-2735,,,,,,,,
